Store Group,Transaction Date,Business,Category,Main Category,Sub Category,Item ID,Product,Sale Quantity,Sales Value,Day,Cost,Sales
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0565,Carrot,1,86.97,Sunday,86.97,86.97
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0566,Mosambi,8,661.2,Saturday,82.65,661.2
FreshMart Group,2025-01-15,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0567,Blueberry,2,141.88,Wednesday,70.94,141.88
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0568,Cabbage,4,71.12,Sunday,17.78,71.12
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0569,Orange,20,634.4,Wednesday,31.72,634.4
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0570,Strawberry,14,751.8,Friday,53.7,751.8
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0571,Spinach,17,885.87,Thursday,52.11,885.87
FreshMart Group,2025-01-05,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0572,Bottle Gourd,15,1491.45,Sunday,99.43,1491.45
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0573,Cauliflower,3,179.16,Thursday,59.72,179.16
FreshMart Group,2025-01-04,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0574,Cauliflower,1,32.84,Saturday,32.84,32.84
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0575,Cauliflower,1,13.3,Wednesday,13.3,13.3
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0576,Bottle Gourd,4,360.12,Tuesday,90.03,360.12
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0577,Mosambi,17,1133.73,Thursday,66.69,1133.73
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0578,Pumpkin,2,90.28,Thursday,45.14,90.28
FreshMart Group,2025-02-15,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0579,Strawberry,10,973.8,Saturday,97.38,973.8
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0580,Cabbage,19,602.68,Thursday,31.72,602.68
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0581,Cabbage,13,510.12,Thursday,39.24,510.12
FreshMart Group,2025-01-02,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0582,Mosambi,16,794.08,Thursday,49.63,794.08
FreshMart Group,2025-02-09,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0583,Cabbage,17,1485.97,Sunday,87.41,1485.97
FreshMart Group,2025-02-09,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0584,Mosambi,8,448.88,Sunday,56.11,448.88
FreshMart Group,2025-01-30,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0585,Peach,19,1308.53,Thursday,68.87,1308.53
FreshMart Group,2025-01-18,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0586,Beetroot,5,70.85,Saturday,14.17,70.85
FreshMart Group,2025-02-23,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0587,Bottle Gourd,11,1060.4,Sunday,96.4,1060.4
FreshMart Group,2025-01-07,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0588,Blueberry,18,301.5,Tuesday,16.75,301.5
FreshMart Group,2025-03-01,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0589,Strawberry,18,1318.32,Saturday,73.24,1318.32
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0590,Strawberry,2,47.26,Saturday,23.63,47.26
FreshMart Group,2025-01-03,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0591,Orange,14,556.64,Friday,39.76,556.64
FreshMart Group,2025-02-23,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0592,Blueberry,19,539.41,Sunday,28.39,539.41
FreshMart Group,2025-01-18,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0593,Mosambi,8,199.68,Saturday,24.96,199.68
FreshMart Group,2025-02-26,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0594,Cabbage,15,157.35,Wednesday,10.49,157.35
FreshMart Group,2025-02-11,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0595,Mosambi,2,177.08,Tuesday,88.54,177.08
FreshMart Group,2025-01-17,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0596,Bottle Gourd,8,183.68,Friday,22.96,183.68
FreshMart Group,2025-02-09,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0597,Strawberry,6,385.68,Sunday,64.28,385.68
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0598,Beetroot,3,61.05,Saturday,20.35,61.05
FreshMart Group,2025-01-06,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0599,Pineapple,3,81.75,Monday,27.25,81.75
FreshMart Group,2025-02-26,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0600,Pineapple,2,100.34,Wednesday,50.17,100.34
FreshMart Group,2025-02-24,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0601,Cauliflower,1,71.15,Monday,71.15,71.15
FreshMart Group,2025-02-23,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0602,Orange,14,547.12,Sunday,39.08,547.12
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0603,Lemon,17,1690.65,Saturday,99.45,1690.65
FreshMart Group,2025-02-09,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0604,Spinach,2,125.58,Sunday,62.79,125.58
FreshMart Group,2025-01-10,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0605,Peach,7,638.4,Friday,91.2,638.4
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0606,Spinach,20,1313.6,Monday,65.68,1313.6
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0607,Pumpkin,13,922.74,Saturday,70.98,922.74
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0608,Bottle Gourd,4,297.12,Wednesday,74.28,297.12
FreshMart Group,2025-01-21,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0609,Beetroot,5,416.05,Tuesday,83.21,416.05
FreshMart Group,2025-02-15,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0610,Bottle Gourd,4,210.56,Saturday,52.64,210.56
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0611,Blueberry,7,698.6,Monday,99.8,698.6
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0612,Banana,15,1341.3,Monday,89.42,1341.3
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0613,Carrot,19,682.86,Thursday,35.94,682.86
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0614,Spinach,19,660.06,Sunday,34.74,660.06
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0615,Cauliflower,3,49.62,Tuesday,16.54,49.62
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0616,Carrot,9,671.76,Monday,74.64,671.76
FreshMart Group,2025-01-10,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0617,Bottle Gourd,4,213.48,Friday,53.37,213.48
FreshMart Group,2025-01-08,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0618,Strawberry,1,82.65,Wednesday,82.65,82.65
FreshMart Group,2025-02-02,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0619,Potato,2,66.66,Sunday,33.33,66.66
FreshMart Group,2025-01-20,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0620,Plum,4,152.68,Monday,38.17,152.68
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0621,Cabbage,15,735.3,Wednesday,49.02,735.3
FreshMart Group,2025-02-15,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0622,Pineapple,1,13.38,Saturday,13.38,13.38
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0623,Cabbage,19,1501.38,Thursday,79.02,1501.38
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0624,Bottle Gourd,16,1222.4,Tuesday,76.4,1222.4
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0625,Pineapple,3,134.85,Saturday,44.95,134.85
FreshMart Group,2025-02-27,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0626,Peach,17,804.27,Thursday,47.31,804.27
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0627,Peach,16,1426.08,Saturday,89.13,1426.08
FreshMart Group,2025-01-12,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0628,Blueberry,2,151.78,Sunday,75.89,151.78
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0629,Mosambi,16,990.56,Saturday,61.91,990.56
FreshMart Group,2025-02-03,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0630,Blueberry,5,451.85,Monday,90.37,451.85
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0631,Pumpkin,9,450.36,Wednesday,50.04,450.36
FreshMart Group,2025-01-06,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0632,Beetroot,14,299.88,Monday,21.42,299.88
FreshMart Group,2025-02-28,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0633,Peach,4,237.08,Friday,59.27,237.08
FreshMart Group,2025-01-18,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0634,Pineapple,7,151.76,Saturday,21.68,151.76
FreshMart Group,2025-01-02,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0635,Potato,5,227.65,Thursday,45.53,227.65
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0636,Banana,2,93.28,Saturday,46.64,93.28
FreshMart Group,2025-01-08,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0637,Cauliflower,20,814.4,Wednesday,40.72,814.4
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0638,Cabbage,3,136.11,Sunday,45.37,136.11
FreshMart Group,2025-02-07,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0639,Cauliflower,4,192.92,Friday,48.23,192.92
FreshMart Group,2025-03-02,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0640,Carrot,17,566.44,Sunday,33.32,566.44
FreshMart Group,2025-02-09,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0641,Cauliflower,6,503.4,Sunday,83.9,503.4
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0642,Strawberry,5,349.65,Saturday,69.93,349.65
FreshMart Group,2025-02-21,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0643,Lemon,18,400.5,Friday,22.25,400.5
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0644,Blueberry,10,877.2,Saturday,87.72,877.2
FreshMart Group,2025-01-21,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0645,Spinach,6,549.72,Tuesday,91.62,549.72
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0646,Pumpkin,1,17.06,Saturday,17.06,17.06
FreshMart Group,2025-01-07,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0647,Carrot,8,623.84,Tuesday,77.98,623.84
FreshMart Group,2025-01-12,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0648,Spinach,5,464.6,Sunday,92.92,464.6
FreshMart Group,2025-01-24,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0649,Blueberry,15,175.8,Friday,11.72,175.8
FreshMart Group,2025-01-05,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0650,Lemon,19,1778.21,Sunday,93.59,1778.21
FreshMart Group,2025-02-21,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0651,Blueberry,3,79.59,Friday,26.53,79.59
FreshMart Group,2025-03-02,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0652,Beetroot,20,933.2,Sunday,46.66,933.2
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0653,Lettuce,4,230.28,Saturday,57.57,230.28
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0654,Blueberry,15,1003.35,Saturday,66.89,1003.35
FreshMart Group,2025-01-22,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0655,Pumpkin,10,937.5,Wednesday,93.75,937.5
FreshMart Group,2025-01-10,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0656,Banana,3,299.37,Friday,99.79,299.37
FreshMart Group,2025-01-20,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0657,Cabbage,7,606.97,Monday,86.71,606.97
FreshMart Group,2025-01-28,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0658,Bottle Gourd,6,346.32,Tuesday,57.72,346.32
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0659,Cabbage,18,1405.62,Monday,78.09,1405.62
FreshMart Group,2025-01-29,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0660,Blueberry,15,374.1,Wednesday,24.94,374.1
FreshMart Group,2025-01-18,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0661,Blueberry,2,116.92,Saturday,58.46,116.92
FreshMart Group,2025-02-13,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0662,Strawberry,6,586.32,Thursday,97.72,586.32
FreshMart Group,2025-02-27,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0663,Lettuce,15,262.95,Thursday,17.53,262.95
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0664,Mosambi,15,1227.9,Wednesday,81.86,1227.9
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0665,Pumpkin,14,699.44,Thursday,49.96,699.44
FreshMart Group,2025-02-03,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0666,Lettuce,9,814.59,Monday,90.51,814.59
FreshMart Group,2025-01-31,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0667,Peach,1,61.96,Friday,61.96,61.96
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0668,Pumpkin,20,1814.2,Wednesday,90.71,1814.2
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0669,Strawberry,12,712.92,Thursday,59.41,712.92
FreshMart Group,2025-02-16,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0670,Strawberry,15,160.8,Sunday,10.72,160.8
FreshMart Group,2025-01-03,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0671,Potato,15,377.1,Friday,25.14,377.1
FreshMart Group,2025-02-12,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0672,Cauliflower,1,24.63,Wednesday,24.63,24.63
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0673,Blueberry,3,237.72,Monday,79.24,237.72
FreshMart Group,2025-01-15,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0674,Spinach,20,951.8,Wednesday,47.59,951.8
FreshMart Group,2025-01-14,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0675,Potato,8,322.16,Tuesday,40.27,322.16
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0676,Pineapple,14,944.58,Saturday,67.47,944.58
FreshMart Group,2025-01-02,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0677,Mango,7,672.28,Thursday,96.04,672.28
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0678,Strawberry,14,1223.04,Sunday,87.36,1223.04
FreshMart Group,2025-01-27,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0679,Banana,13,796.25,Monday,61.25,796.25
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0680,Cabbage,20,1157.0,Thursday,57.85,1157.0
FreshMart Group,2025-03-01,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0681,Cauliflower,8,319.84,Saturday,39.98,319.84
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0682,Cabbage,9,507.24,Wednesday,56.36,507.24
FreshMart Group,2025-02-17,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0683,Strawberry,7,565.81,Monday,80.83,565.81
FreshMart Group,2025-01-29,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0684,Mango,10,934.7,Wednesday,93.47,934.7
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0685,Carrot,13,920.14,Wednesday,70.78,920.14
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0686,Peach,14,660.52,Thursday,47.18,660.52
FreshMart Group,2025-02-15,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0687,Blueberry,10,618.2,Saturday,61.82,618.2
FreshMart Group,2025-02-27,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0688,Strawberry,5,99.5,Thursday,19.9,99.5
FreshMart Group,2025-01-16,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0689,Lemon,17,459.85,Thursday,27.05,459.85
FreshMart Group,2025-02-19,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0690,Strawberry,14,474.88,Wednesday,33.92,474.88
FreshMart Group,2025-01-30,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0691,Banana,2,56.98,Thursday,28.49,56.98
FreshMart Group,2025-02-15,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0692,Strawberry,11,534.38,Saturday,48.58,534.38
FreshMart Group,2025-02-26,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0693,Pineapple,13,624.65,Wednesday,48.05,624.65
FreshMart Group,2025-01-14,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0694,Blueberry,19,1390.99,Tuesday,73.21,1390.99
FreshMart Group,2025-01-30,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0695,Carrot,8,96.88,Thursday,12.11,96.88
FreshMart Group,2025-01-15,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0696,Orange,1,47.74,Wednesday,47.74,47.74
FreshMart Group,2025-03-02,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0697,Plum,4,293.44,Sunday,73.36,293.44
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0698,Blueberry,19,1493.21,Tuesday,78.59,1493.21
FreshMart Group,2025-01-08,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0699,Blueberry,10,941.6,Wednesday,94.16,941.6
FreshMart Group,2025-01-05,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0700,Bottle Gourd,13,865.8,Sunday,66.6,865.8
FreshMart Group,2025-03-01,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0701,Lemon,18,579.6,Saturday,32.2,579.6
FreshMart Group,2025-02-06,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0702,Strawberry,19,604.77,Thursday,31.83,604.77
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0703,Cabbage,11,500.61,Thursday,45.51,500.61
FreshMart Group,2025-01-02,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0704,Lemon,8,164.32,Thursday,20.54,164.32
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0705,Cabbage,1,11.74,Wednesday,11.74,11.74
FreshMart Group,2025-02-21,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0706,Pineapple,12,762.0,Friday,63.5,762.0
FreshMart Group,2025-02-09,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0707,Lemon,14,316.96,Sunday,22.64,316.96
FreshMart Group,2025-01-31,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0708,Cauliflower,12,524.88,Friday,43.74,524.88
FreshMart Group,2025-02-20,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0709,Lemon,13,1034.67,Thursday,79.59,1034.67
FreshMart Group,2025-02-02,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0710,Mosambi,3,39.99,Sunday,13.33,39.99
FreshMart Group,2025-02-05,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0711,Pumpkin,8,543.28,Wednesday,67.91,543.28
FreshMart Group,2025-01-12,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0712,Pumpkin,7,300.93,Sunday,42.99,300.93
FreshMart Group,2025-02-01,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0713,Lettuce,7,227.15,Saturday,32.45,227.15
FreshMart Group,2025-02-08,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0714,Lettuce,1,41.97,Saturday,41.97,41.97
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0715,Cauliflower,16,290.56,Sunday,18.16,290.56
FreshMart Group,2025-02-27,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0716,Mango,11,642.95,Thursday,58.45,642.95
FreshMart Group,2025-02-03,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0717,Orange,5,392.4,Monday,78.48,392.4
FreshMart Group,2025-01-18,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0718,Cauliflower,12,724.92,Saturday,60.41,724.92
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0719,Lettuce,15,164.85,Tuesday,10.99,164.85
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0720,Orange,2,34.52,Thursday,17.26,34.52
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0721,Strawberry,10,627.6,Thursday,62.76,627.6
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0722,Spinach,12,1181.52,Saturday,98.46,1181.52
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0723,Carrot,15,785.85,Thursday,52.39,785.85
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0724,Pumpkin,9,94.41,Sunday,10.49,94.41
FreshMart Group,2025-01-22,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0725,Blueberry,2,156.76,Wednesday,78.38,156.76
FreshMart Group,2025-01-09,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0726,Beetroot,8,261.68,Thursday,32.71,261.68
FreshMart Group,2025-01-23,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0727,Banana,3,276.27,Thursday,92.09,276.27
FreshMart Group,2025-01-02,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0728,Blueberry,12,336.12,Thursday,28.01,336.12
FreshMart Group,2025-03-01,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0729,Banana,14,1120.98,Saturday,80.07,1120.98
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0730,Blueberry,15,1319.85,Sunday,87.99,1319.85
FreshMart Group,2025-01-16,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0731,Cabbage,10,290.0,Thursday,29.0,290.0
FreshMart Group,2025-01-08,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0732,Pineapple,10,875.8,Wednesday,87.58,875.8
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0733,Lemon,19,1820.01,Sunday,95.79,1820.01
FreshMart Group,2025-01-16,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0734,Cabbage,4,46.36,Thursday,11.59,46.36
FreshMart Group,2025-01-25,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0735,Plum,11,514.58,Saturday,46.78,514.58
FreshMart Group,2025-02-22,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0736,Lemon,2,142.46,Saturday,71.23,142.46
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0737,Lettuce,11,495.66,Sunday,45.06,495.66
FreshMart Group,2025-02-28,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0738,Lemon,2,106.04,Friday,53.02,106.04
FreshMart Group,2025-02-27,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0739,Blueberry,9,746.55,Thursday,82.95,746.55
FreshMart Group,2025-02-11,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0740,Peach,1,77.34,Tuesday,77.34,77.34
FreshMart Group,2025-01-19,Super Market,Fruits & Vegetables,Vegetables,Gourd,ITEM0741,Pumpkin,7,448.21,Sunday,64.03,448.21
FreshMart Group,2025-01-18,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0742,Lettuce,19,1870.17,Saturday,98.43,1870.17
FreshMart Group,2025-01-28,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0743,Strawberry,15,958.05,Tuesday,63.87,958.05
FreshMart Group,2025-01-27,Super Market,Fruits & Vegetables,Fruits,Berries,ITEM0744,Blueberry,7,310.03,Monday,44.29,310.03
FreshMart Group,2025-01-11,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0745,Beetroot,20,950.0,Saturday,47.5,950.0
FreshMart Group,2025-01-22,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0746,Beetroot,15,787.2,Wednesday,52.48,787.2
FreshMart Group,2025-02-25,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0747,Spinach,6,164.64,Tuesday,27.44,164.64
FreshMart Group,2025-02-04,Super Market,Fruits & Vegetables,Fruits,Citrus,ITEM0748,Orange,15,681.15,Tuesday,45.41,681.15
FreshMart Group,2025-01-26,Super Market,Fruits & Vegetables,Vegetables,Cruciferous,ITEM0749,Cauliflower,8,692.56,Sunday,86.57,692.56
FreshMart Group,2025-02-02,Super Market,Fruits & Vegetables,Vegetables,Root,ITEM0750,Beetroot,5,180.3,Sunday,36.06,180.3
FreshMart Group,2025-01-22,Super Market,Fruits & Vegetables,Fruits,Stone Fruit,ITEM0751,Plum,8,130.08,Wednesday,16.26,130.08
FreshMart Group,2025-01-08,Super Market,Fruits & Vegetables,Fruits,Tropical,ITEM0752,Banana,16,1380.16,Wednesday,86.26,1380.16
FreshMart Group,2025-02-13,Super Market,Fruits & Vegetables,Vegetables,Leafy,ITEM0753,Spinach,11,384.89,Thursday,34.99,384.89
